from_en,to_en,km
Rabigh,Abha,833.4
Rabigh,Khamis Mushait,858.4
Rabigh,Bisha,613.3
Rabigh,Muhayil,703.6
Rabigh,Tathlith,743.8
Rabigh,Sarat Abidah,878.8
Rabigh,Ahad Rafidah,872.9
Rabigh,Rijal Almaa,759.9
Rabigh,Dhahran Al-Janub,974.9
Rabigh,Balqarn,615.6
Rabigh,Tabuk,842
Rabigh,Al-Wajh,502.5
Rabigh,Duba,650
Rabigh,Tayma,709.4
Rabigh,Haqal,924.7
Rabigh,Umluj,332.1
Rabigh,NEOM,751.8
Rabigh,Hail,728.6
Rabigh,Baqaa,771.9
Rabigh,Al-Ghazalah,675
Rabigh,Al-Shinan,792.9
Rabigh,Al-Sulaimi,671.8
Rabigh,Arar,1265
Rabigh,Rafha,1144.2
Rabigh,Turaif,1505.2
Rabigh,Al-Awaiqilah,1388.7
Rabigh,Jazan,853.8
Rabigh,Sabya,829.7
Rabigh,Abu Arish,866.5
Rabigh,Samtah,904.1
Rabigh,Bish,805.7
Rabigh,Damad,839.1
Rabigh,Farasan,911.8
Rabigh,Al-Aridah,910.8
Rabigh,Najran,1070.9
Rabigh,Sharurah,1411.5
Rabigh,Hubuna,1119.7
Rabigh,Khubash,1089.9
Rabigh,Yadamah,1198.6
Rabigh,Al Bahah,512.8
Rabigh,Baljurashi,541.5
Rabigh,Al-Mandaq,502.4
Rabigh,Al-Aqiq,553.7
Rabigh,Al-Mikhwah,524
Rabigh,Qilwah,555.3
Rabigh,Al Qurayyat,1380.2
Rabigh,Sakaka,1111.5
Rabigh,Domat Al-Jandal,1079.7
Rabigh,Tabarjal,1254.8
Rabigh,Diriyah,1118.8
Rabigh,Al-Muzahmiyya,1015.2
Rabigh,Al-Hariq,1283.9
Rabigh,Marat,1038.8
Rabigh,Huraymila,1063.2
Rabigh,Thadig,1030.6
Rabigh,Al-Ghat,884.7
Rabigh,Dhurma,1018.3
Rabigh,Al-Rayn,955.6
Rabigh,Rimah,1157.2
Rabigh,Bahrah,184.8
Rabigh,Al-Kamil,163.8
Rabigh,Al-Muwayh,478.5
Rabigh,Adam,409.7
Rabigh,Wadi Al-Faraa,165.1
Rabigh,Al-Badai,786.2
Rabigh,Al-Nabhaniyah,810.6
Rabigh,Uyun Al-Jiwa,817.1
Rabigh,Dhariyah,609
Rabigh,Uqlat Al-Suqur,625.6
Rabigh,Al-Shimasiyah,779.4
Rabigh,Qaryat Al-Ulya,1360.4
Rabigh,Al-Majaridah,645.1
Rabigh,Al-Namas,696.9
Rabigh,Tanomah,724
Rabigh,Al-Birk,647.3
Rabigh,Bariq,656.1
Rabigh,Al-Bid,815.7
Rabigh,Al-Shamli,736.5
Rabigh,Sumairah,673
Rabigh,Mawqaq,735.1
Rabigh,Al-Hait,546.3
Rabigh,Ahad Al-Masarihah,891
Rabigh,Al-Darb,755.2
Rabigh,Fayfa,893.1
Rabigh,Al-Eidabi,887.5
Rabigh,Al-Dayer,909.9
Rabigh,Thar,975.9
Rabigh,Badr Al-Janub,1155.3
Rabigh,Al-Qura,532.1
Al-Lith,Riyadh,1068.4
Al-Lith,Al-Kharj,1149.4
Al-Lith,Al-Aflaj,1021.7
Al-Lith,Al Majmaah,1061.5
Al-Lith,Al Duwadimi,856.8
Al-Lith,Afif,685.6
Al-Lith,Wadi Al-Dawasir,695.4
Al-Lith,Al-Zilfi,1187.5
Al-Lith,Shaqra,980.1
Al-Lith,Al-Quwaiiyah,907.7
Al-Lith,Hotat Bani Tamim,1199.6
Al-Lith,Al-Sulayyil,779
Al-Lith,Sajir,948.2
Al-Lith,Al-Dilam,1157.7
Al-Lith,Jeddah,211.6
Al-Lith,Makkah,206.3
Al-Lith,Taif,280.3
Al-Lith,Al Qunfudhah,160.6
Al-Lith,Rabigh,363.6
Al-Lith,Khulais,295.7
Al-Lith,Al-Jamoum,227.1
Al-Lith,Al-Khurma,515.1
Al-Lith,Ranyah,468.8
Al-Lith,Turabah,443.3
Al-Lith,Madinah,616.1
Al-Lith,Yanbu,539.8
Al-Lith,Al-Ula,885.6
Al-Lith,Al-Mahd,571.4
Al-Lith,Khaybar,779.5
Al-Lith,Badr,478.4
Al-Lith,Al-Hinakiyah,730.1
Al-Lith,Buridah,1107
Al-Lith,Onizah,1105.6
Al-Lith,Al-Rass,1054.8
Al-Lith,Al-Mithnab,1131
Al-Lith,Al-Bukayriyah,1065.1
Al-Lith,Al-Asyah,1143.1
Al-Lith,Riyadh Al-Khabra,1146.3
Al-Lith,Dammam,1470.2
Al-Lith,Khobar,1488.9
Al-Lith,Al-Ahsa,1391.2
Al-Lith,Hafar Al-Batin,1483.9
Al-Lith,Khafji,1662.2
Al-Lith,Al-Jubail,1522.6
Al-Lith,Qatif,1492
Al-Lith,Al-Mubarraz,1394.9
Al-Lith,Abqaiq,1433.9
Al-Lith,Al-Nairyah,1532.4
Al-Lith,Qaisumah,1490.6
Al-Lith,Ras Tanura,1525.5
Al-Lith,Abha,477.9
Al-Lith,Khamis Mushait,502.9
Al-Lith,Bisha,384.4
Al-Lith,Muhayil,348.1
Al-Lith,Tathlith,514.9
Al-Lith,Sarat Abidah,523.3
Al-Lith,Ahad Rafidah,517.4
Al-Lith,Rijal Almaa,404.4
Al-Lith,Dhahran Al-Janub,619.4
Al-Lith,Balqarn,279.3
Al-Lith,Tabuk,1196.1
Al-Lith,Al-Wajh,856.6
Al-Lith,Duba,1004.1
Al-Lith,Tayma,1031.9
Al-Lith,Haqal,1278.8
Al-Lith,Umluj,686.2
Al-Lith,NEOM,1105.9
Al-Lith,Hail,1039.6
Al-Lith,Baqaa,1082.8
Al-Lith,Al-Ghazalah,985.9
Al-Lith,Al-Shinan,1103.8
Al-Lith,Al-Sulaimi,982.8
Al-Lith,Arar,1576
Al-Lith,Rafha,1455.1
Al-Lith,Turaif,1816.2
Al-Lith,Al-Awaiqilah,1699.7
Al-Lith,Jazan,498.3
Al-Lith,Sabya,474.2
Al-Lith,Abu Arish,511
Al-Lith,Samtah,548.6
Al-Lith,Bish,450.2
Al-Lith,Damad,483.6
Al-Lith,Farasan,556.3
Al-Lith,Al-Aridah,555.3
Al-Lith,Najran,715.4
Al-Lith,Sharurah,1056
Al-Lith,Hubuna,764.2
Al-Lith,Khubash,734.5
Al-Lith,Yadamah,1005.1
Al-Lith,Al Bahah,217
Al-Lith,Baljurashi,203.4
Al-Lith,Al-Mandaq,218.3
Al-Lith,Al-Aqiq,258.6
Al-Lith,Al-Mikhwah,168.5
Al-Lith,Qilwah,199.8
Al-Lith,Al Qurayyat,1691.2
Al-Lith,Sakaka,1422.5
Al-Lith,Domat Al-Jandal,1390.6
Al-Lith,Tabarjal,1565.8
Al-Lith,Diriyah,1072.3
Al-Lith,Al-Muzahmiyya,1016.8
Al-Lith,Al-Hariq,1211.4
Al-Lith,Marat,1010.9
Al-Lith,Huraymila,1144
Al-Lith,Thadig,1087.1
Al-Lith,Al-Ghat,1198.9
Al-Lith,Dhurma,1019.9
Al-Lith,Al-Rayn,957.2
Al-Lith,Rimah,1193.7
Al-Lith,Bahrah,203.7
Al-Lith,Al-Kamil,343.9
Al-Lith,Al-Muwayh,480.1
Al-Lith,Adam,162.6
Al-Lith,Wadi Al-Faraa,519.2
Al-Lith,Al-Badai,1100.3
Al-Lith,Al-Nabhaniyah,1124.8
Al-Lith,Uyun Al-Jiwa,1131.3
Al-Lith,Dhariyah,923.2
Al-Lith,Uqlat Al-Suqur,939.8
Al-Lith,Al-Shimasiyah,1093.5
Al-Lith,Qaryat Al-Ulya,1446.8
Al-Lith,Al-Majaridah,289.6
Al-Lith,Al-Namas,320
Al-Lith,Tanomah,350.7
Al-Lith,Al-Birk,291.8
Al-Lith,Bariq,300.6
Al-Lith,Al-Bid,1169.8
Al-Lith,Al-Shamli,1047.4
Al-Lith,Sumairah,984
Al-Lith,Mawqaq,1046.1
Al-Lith,Al-Hait,857.3
Al-Lith,Ahad Al-Masarihah,535.5
Al-Lith,Al-Darb,399.7
Al-Lith,Fayfa,537.6
Al-Lith,Al-Eidabi,532
Al-Lith,Al-Dayer,554.4
Al-Lith,Thar,620.5
Al-Lith,Badr Al-Janub,799.8
Al-Lith,Al-Qura,215.7
Khulais,Riyadh,973.5
Khulais,Al-Kharj,1054.4
Khulais,Al-Aflaj,1117.5
Khulais,Al Majmaah,954.5
Khulais,Al Duwadimi,761.8
Khulais,Afif,590.6
Khulais,Wadi Al-Dawasir,791.2
Khulais,Al-Zilfi,900
Khulais,Shaqra,885.1
Khulais,Al-Quwaiiyah,812.7
Khulais,Hotat Bani Tamim,1104.6
Khulais,Al-Sulayyil,874.8
Khulais,Sajir,932.9
Khulais,Al-Dilam,1062.7
Khulais,Jeddah,95.8
Khulais,Makkah,119.1
Khulais,Taif,202.3
Khulais,Al Qunfudhah,459.1
Khulais,Rabigh,96.1
Khulais,Al-Lith,303.1
Khulais,Al-Jamoum,85.6
Khulais,Al-Khurma,420.1
Khulais,Ranyah,551.3
Khulais,Turabah,348.4
Khulais,Madinah,328.6
Khulais,Yanbu,272.2
Khulais,Al-Ula,618.1
Khulais,Al-Mahd,283.9
Khulais,Khaybar,492
Khulais,Badr,210.9
Khulais,Al-Hinakiyah,442.6
Khulais,Buridah,819.5
Khulais,Onizah,818.1
Khulais,Al-Rass,767.3
Khulais,Al-Mithnab,843.5
Khulais,Al-Bukayriyah,777.6
Khulais,Al-Asyah,855.6
Khulais,Riyadh Al-Khabra,858.8
Khulais,Dammam,1375.2
Khulais,Khobar,1393.9
Khulais,Al-Ahsa,1296.2
Khulais,Hafar Al-Batin,1196.4
Khulais,Khafji,1497.8
Khulais,Al-Jubail,1427.6
Khulais,Qatif,1397
Khulais,Al-Mubarraz,1299.9
Khulais,Abqaiq,1338.9
Khulais,Al-Nairyah,1455.2
Khulais,Qaisumah,1203.1
Khulais,Ras Tanura,1430.5
Khulais,Abha,776.4
Khulais,Khamis Mushait,801.4
Khulais,Bisha,519.9
Khulais,Muhayil,646.5
Khulais,Tathlith,650.4
Khulais,Sarat Abidah,821.7
Khulais,Ahad Rafidah,815.8
Khulais,Rijal Almaa,702.8
Khulais,Dhahran Al-Janub,917.9
Khulais,Balqarn,522.2
Khulais,Tabuk,928.6
Khulais,Al-Wajh,589.1
Khulais,Duba,736.6
Khulais,Tayma,744.3
Khulais,Haqal,1011.3
Khulais,Umluj,418.7
Khulais,NEOM,838.4
Khulais,Hail,752.1
Khulais,Baqaa,795.3
Khulais,Al-Ghazalah,698.4
Khulais,Al-Shinan,816.3
Khulais,Al-Sulaimi,695.2
Khulais,Arar,1288.4
Khulais,Rafha,1167.6
Khulais,Turaif,1528.7
Khulais,Al-Awaiqilah,1412.1
Khulais,Jazan,796.8
Khulais,Sabya,772.7
Khulais,Abu Arish,809.5
Khulais,Samtah,847.1
Khulais,Bish,748.7
Khulais,Damad,782
Khulais,Farasan,854.7
Khulais,Al-Aridah,853.7
Khulais,Najran,1013.9
Khulais,Sharurah,1354.5
Khulais,Hubuna,1062.6
Khulais,Khubash,1032.9
Khulais,Yadamah,1105.2
Khulais,Al Bahah,419.5
Khulais,Baljurashi,448.1
Khulais,Al-Mandaq,409.1
Khulais,Al-Aqiq,460.3
Khulais,Al-Mikhwah,466.9
Khulais,Qilwah,498.3
Khulais,Al Qurayyat,1403.7
Khulais,Sakaka,1135
Khulais,Domat Al-Jandal,1103.1
Khulais,Tabarjal,1278.3
Khulais,Diriyah,977.3
Khulais,Al-Muzahmiyya,921.8
Khulais,Al-Hariq,1116.5
Khulais,Marat,916
Khulais,Huraymila,1089.8
Khulais,Thadig,1057.3
Khulais,Al-Ghat,911.4
Khulais,Dhurma,924.9
Khulais,Al-Rayn,862.2
Khulais,Rimah,1098.8
Khulais,Bahrah,119.5
Khulais,Al-Kamil,67.7
Khulais,Al-Muwayh,385.1
Khulais,Adam,316.3
Khulais,Wadi Al-Faraa,251.7
Khulais,Al-Badai,812.8
Khulais,Al-Nabhaniyah,837.2
Khulais,Uyun Al-Jiwa,843.7
Khulais,Dhariyah,635.7
Khulais,Uqlat Al-Suqur,652.3
Khulais,Al-Shimasiyah,806
Khulais,Qaryat Al-Ulya,1387.1
Khulais,Al-Majaridah,588.1
Khulais,Al-Namas,603.5
Khulais,Tanomah,630.7
Khulais,Al-Birk,590.3
Khulais,Bariq,599
Khulais,Al-Bid,902.3
Khulais,Al-Shamli,759.9
Khulais,Sumairah,696.5
Khulais,Mawqaq,758.5
Khulais,Al-Hait,569.8
Khulais,Ahad Al-Masarihah,834
Khulais,Al-Darb,698.1
Khulais,Fayfa,836
Khulais,Al-Eidabi,830.5
Khulais,Al-Dayer,852.8
Khulais,Thar,918.9
Khulais,Badr Al-Janub,1098.3
Khulais,Al-Qura,438.8
Al-Jamoum,Riyadh,892.1
Al-Jamoum,Al-Kharj,973.1
Al-Jamoum,Al-Aflaj,1036.1
Al-Jamoum,Al Majmaah,1037.2
Al-Jamoum,Al Duwadimi,680.5
Al-Jamoum,Afif,509.3
Al-Jamoum,Wadi Al-Dawasir,709.9
Al-Jamoum,Al-Zilfi,982.7
Al-Jamoum,Shaqra,803.8
Al-Jamoum,Al-Quwaiiyah,731.3
Al-Jamoum,Hotat Bani Tamim,1023.2
Al-Jamoum,Al-Sulayyil,793.4
Al-Jamoum,Sajir,771.9
Al-Jamoum,Al-Dilam,981.3
Al-Jamoum,Jeddah,72.2
Al-Jamoum,Makkah,37.7
Al-Jamoum,Taif,120.9
Al-Jamoum,Al Qunfudhah,382.2
Al-Jamoum,Rabigh,178.8
Al-Jamoum,Al-Lith,226.2
Al-Jamoum,Khulais,86.5
Al-Jamoum,Al-Khurma,338.7
Al-Jamoum,Ranyah,470
Al-Jamoum,Turabah,267
Al-Jamoum,Madinah,411.3
Al-Jamoum,Yanbu,354.9
Al-Jamoum,Al-Ula,700.8
Al-Jamoum,Al-Mahd,366.5
Al-Jamoum,Khaybar,574.7
Al-Jamoum,Badr,293.6
Al-Jamoum,Al-Hinakiyah,525.3
Al-Jamoum,Buridah,902.2
Al-Jamoum,Onizah,900.8
Al-Jamoum,Al-Rass,850
Al-Jamoum,Al-Mithnab,926.2
Al-Jamoum,Al-Bukayriyah,860.2
Al-Jamoum,Al-Asyah,938.3
Al-Jamoum,Riyadh Al-Khabra,941.5
Al-Jamoum,Dammam,1293.8
Al-Jamoum,Khobar,1312.5
Al-Jamoum,Al-Ahsa,1214.9
Al-Jamoum,Hafar Al-Batin,1279.1
Al-Jamoum,Khafji,1485.8
Al-Jamoum,Al-Jubail,1346.2
Al-Jamoum,Qatif,1315.7
Al-Jamoum,Al-Mubarraz,1218.5
Al-Jamoum,Abqaiq,1257.5
Al-Jamoum,Al-Nairyah,1356.1
Al-Jamoum,Qaisumah,1285.8
Al-Jamoum,Ras Tanura,1349.1
Al-Jamoum,Abha,667.1
Al-Jamoum,Khamis Mushait,695.6
Al-Jamoum,Bisha,438.6
Al-Jamoum,Muhayil,569.7
Al-Jamoum,Tathlith,569.1
Al-Jamoum,Sarat Abidah,717.8
Al-Jamoum,Ahad Rafidah,711.9
Al-Jamoum,Rijal Almaa,626
Al-Jamoum,Dhahran Al-Janub,814
Al-Jamoum,Balqarn,440.9
Al-Jamoum,Tabuk,1011.3
Al-Jamoum,Al-Wajh,671.8
Al-Jamoum,Duba,819.3
Al-Jamoum,Tayma,827
Al-Jamoum,Haqal,1094
Al-Jamoum,Umluj,501.4
Al-Jamoum,NEOM,921.1
Al-Jamoum,Hail,834.7
Al-Jamoum,Baqaa,878
Al-Jamoum,Al-Ghazalah,781.1
Al-Jamoum,Al-Shinan,899
Al-Jamoum,Al-Sulaimi,777.9
Al-Jamoum,Arar,1371.1
Al-Jamoum,Rafha,1250.3
Al-Jamoum,Turaif,1611.3
Al-Jamoum,Al-Awaiqilah,1494.8
Al-Jamoum,Jazan,719.9
Al-Jamoum,Sabya,695.8
Al-Jamoum,Abu Arish,732.6
Al-Jamoum,Samtah,770.2
Al-Jamoum,Bish,671.8
Al-Jamoum,Damad,705.1
Al-Jamoum,Farasan,777.9
Al-Jamoum,Al-Aridah,776.8
Al-Jamoum,Najran,910
Al-Jamoum,Sharurah,1250.6
Al-Jamoum,Hubuna,958.7
Al-Jamoum,Khubash,929
Al-Jamoum,Yadamah,1023.9
Al-Jamoum,Al Bahah,338.1
Al-Jamoum,Baljurashi,366.8
Al-Jamoum,Al-Mandaq,327.7
Al-Jamoum,Al-Aqiq,378.9
Al-Jamoum,Al-Mikhwah,390.1
Al-Jamoum,Qilwah,421.4
Al-Jamoum,Al Qurayyat,1486.3
Al-Jamoum,Sakaka,1217.6
Al-Jamoum,Domat Al-Jandal,1185.8
Al-Jamoum,Tabarjal,1360.9
Al-Jamoum,Diriyah,896
Al-Jamoum,Al-Muzahmiyya,840.5
Al-Jamoum,Al-Hariq,1035.1
Al-Jamoum,Marat,834.6
Al-Jamoum,Huraymila,967.6
Al-Jamoum,Thadig,910.8
Al-Jamoum,Al-Ghat,994.1
Al-Jamoum,Dhurma,843.6
Al-Jamoum,Al-Rayn,780.8
Al-Jamoum,Rimah,1017.4
Al-Jamoum,Bahrah,38.8
Al-Jamoum,Al-Kamil,134.9
Al-Jamoum,Al-Muwayh,303.8
Al-Jamoum,Adam,235
Al-Jamoum,Wadi Al-Faraa,334.4
Al-Jamoum,Al-Badai,895.5
Al-Jamoum,Al-Nabhaniyah,919.9
Al-Jamoum,Uyun Al-Jiwa,926.4
Al-Jamoum,Dhariyah,718.3
Al-Jamoum,Uqlat Al-Suqur,734.9
Al-Jamoum,Al-Shimasiyah,888.7
Al-Jamoum,Qaryat Al-Ulya,1270.5
Al-Jamoum,Al-Majaridah,511.2
Al-Jamoum,Al-Namas,522.2
Al-Jamoum,Tanomah,549.3
Al-Jamoum,Al-Birk,513.4
Al-Jamoum,Bariq,522.1
Al-Jamoum,Al-Bid,984.9
Al-Jamoum,Al-Shamli,842.6
Al-Jamoum,Sumairah,779.1
Al-Jamoum,Mawqaq,841.2
Al-Jamoum,Al-Hait,652.4
Al-Jamoum,Ahad Al-Masarihah,757.1
Al-Jamoum,Al-Darb,621.2
Al-Jamoum,Fayfa,759.1
Al-Jamoum,Al-Eidabi,753.6
Al-Jamoum,Al-Dayer,776
Al-Jamoum,Thar,815
Al-Jamoum,Badr Al-Janub,994.4
Al-Jamoum,Al-Qura,357.4
Al-Khurma,Riyadh,703.3
Al-Khurma,Al-Kharj,784.2
Al-Khurma,Al-Aflaj,708.3
Al-Khurma,Al Majmaah,696.3
Al-Khurma,Al Duwadimi,491.7
Al-Khurma,Afif,320.4
Al-Khurma,Wadi Al-Dawasir,382
Al-Khurma,Al-Zilfi,749.1
Al-Khurma,Shaqra,615
Al-Khurma,Al-Quwaiiyah,542.5
Al-Khurma,Hotat Bani Tamim,834.4
Al-Khurma,Al-Sulayyil,465.6
Al-Khurma,Sajir,583.1
Al-Khurma,Al-Dilam,792.5
Al-Khurma,Jeddah,391.4
Al-Khurma,Makkah,314.9
Al-Khurma,Taif,229.3
Al-Khurma,Al Qunfudhah,453.2
Al-Khurma,Rabigh,507.2
Al-Khurma,Al-Lith,511.3
Al-Khurma,Khulais,414.9
Al-Khurma,Al-Jamoum,332.5
Al-Khurma,Ranyah,142.1
Al-Khurma,Turabah,100.7
Al-Khurma,Madinah,462.4
Al-Khurma,Yanbu,683.4
Al-Khurma,Al-Ula,787.9
Al-Khurma,Al-Mahd,261.4
Al-Khurma,Khaybar,623.9
Al-Khurma,Badr,622
Al-Khurma,Al-Hinakiyah,445.6
Al-Khurma,Buridah,668.7
Al-Khurma,Onizah,634
Al-Khurma,Al-Rass,575.4
Al-Khurma,Al-Mithnab,667.5
Al-Khurma,Al-Bukayriyah,626.7
Al-Khurma,Al-Asyah,704.7
Al-Khurma,Riyadh Al-Khabra,708
Al-Khurma,Dammam,1105
Al-Khurma,Khobar,1123.7
Al-Khurma,Al-Ahsa,1026.1
Al-Khurma,Hafar Al-Batin,1001.6
Al-Khurma,Khafji,1297
Al-Khurma,Al-Jubail,1157.4
Al-Khurma,Qatif,1126.9
Al-Khurma,Al-Mubarraz,1029.7
Al-Khurma,Abqaiq,1068.7
Al-Khurma,Al-Nairyah,1167.2
Al-Khurma,Qaisumah,1008.3
Al-Khurma,Ras Tanura,1160.3
Al-Khurma,Abha,564.2
Al-Khurma,Khamis Mushait,536.8
Al-Khurma,Bisha,307.3
Al-Khurma,Muhayil,554.9
Al-Khurma,Tathlith,440
Al-Khurma,Sarat Abidah,571.1
Al-Khurma,Ahad Rafidah,557.2
Al-Khurma,Rijal Almaa,619.6
Al-Khurma,Dhahran Al-Janub,668.5
Al-Khurma,Balqarn,416.3
Al-Khurma,Tabuk,1135
Al-Khurma,Al-Wajh,1000.2
Al-Khurma,Duba,1147.7
Al-Khurma,Tayma,876.2
Al-Khurma,Haqal,1422.4
Al-Khurma,Umluj,829.8
Al-Khurma,NEOM,1249.5
Al-Khurma,Hail,936
Al-Khurma,Baqaa,949.6
Al-Khurma,Al-Ghazalah,768.9
Al-Khurma,Al-Shinan,900.4
Al-Khurma,Al-Sulaimi,732.6
Al-Khurma,Arar,1442.7
Al-Khurma,Rafha,1172.9
Al-Khurma,Turaif,1683
Al-Khurma,Al-Awaiqilah,1353.4
Al-Khurma,Jazan,759.2
Al-Khurma,Sabya,726
Al-Khurma,Abu Arish,755.7
Al-Khurma,Samtah,803.5
Al-Khurma,Bish,696.9
Al-Khurma,Damad,737.9
Al-Khurma,Farasan,817.2
Al-Khurma,Al-Aridah,800.8
Al-Khurma,Najran,764.5
Al-Khurma,Sharurah,1015
Al-Khurma,Hubuna,779.8
Al-Khurma,Khubash,783.6
Al-Khurma,Yadamah,696
Al-Khurma,Al Bahah,304
Al-Khurma,Baljurashi,332.7
Al-Khurma,Al-Mandaq,293.6
Al-Khurma,Al-Aqiq,233.2
Al-Khurma,Al-Mikhwah,353
Al-Khurma,Qilwah,384.3
Al-Khurma,Al Qurayyat,1557.9
Al-Khurma,Sakaka,1289.3
Al-Khurma,Domat Al-Jandal,1257.4
Al-Khurma,Tabarjal,1432.6
Al-Khurma,Diriyah,707.2
Al-Khurma,Al-Muzahmiyya,651.7
Al-Khurma,Al-Hariq,846.3
Al-Khurma,Marat,645.8
Al-Khurma,Huraymila,778.8
Al-Khurma,Thadig,721.9
Al-Khurma,Al-Ghat,741.1
Al-Khurma,Dhurma,654.8
Al-Khurma,Al-Rayn,592
Al-Khurma,Rimah,828.6
Al-Khurma,Bahrah,354.1
Al-Khurma,Al-Kamil,463.3
Al-Khurma,Al-Muwayh,115
Al-Khurma,Adam,227
Al-Khurma,Wadi Al-Faraa,662.8
Al-Khurma,Al-Badai,636.8
Al-Khurma,Al-Nabhaniyah,686.4
Al-Khurma,Uyun Al-Jiwa,692.9
Al-Khurma,Dhariyah,672.9
Al-Khurma,Uqlat Al-Suqur,689.7
Al-Khurma,Al-Shimasiyah,655.2
Al-Khurma,Qaryat Al-Ulya,1081.7
Al-Khurma,Al-Majaridah,479
Al-Khurma,Al-Namas,460.6
Al-Khurma,Tanomah,487.7
Al-Khurma,Al-Birk,584.4
Al-Khurma,Bariq,515
Al-Khurma,Al-Bid,1313.4
Al-Khurma,Al-Shamli,797.3
Al-Khurma,Sumairah,791.2
Al-Khurma,Mawqaq,795.9
Al-Khurma,Al-Hait,607.1
Al-Khurma,Ahad Al-Masarihah,790.4
Al-Khurma,Al-Darb,646.4
Al-Khurma,Fayfa,784.3
Al-Khurma,Al-Eidabi,778.7
Al-Khurma,Al-Dayer,743.1
Al-Khurma,Thar,669.6
Al-Khurma,Badr Al-Janub,812.1
Al-Khurma,Al-Qura,323.3
Ranyah,Riyadh,630.3
Ranyah,Al-Kharj,711.3
Ranyah,Al-Aflaj,569.2
Ranyah,Al Majmaah,821.3
Ranyah,Al Duwadimi,624.6
Ranyah,Afif,453.4
Ranyah,Wadi Al-Dawasir,242.9
Ranyah,Al-Zilfi,882.1
Ranyah,Shaqra,747.9
Ranyah,Al-Quwaiiyah,533.5
Ranyah,Hotat Bani Tamim,713.9
Ranyah,Al-Sulayyil,326.5
Ranyah,Sajir,716
Ranyah,Al-Dilam,719.5
Ranyah,Jeddah,524.4
Ranyah,Makkah,447.9
Ranyah,Taif,362.3
Ranyah,Al Qunfudhah,405.7
Ranyah,Rabigh,640.1
Ranyah,Al-Lith,473.6
Ranyah,Khulais,547.9
Ranyah,Al-Jamoum,465.4
Ranyah,Al-Khurma,140.4
Ranyah,Turabah,165.4
Ranyah,Madinah,595.3
Ranyah,Yanbu,816.3
Ranyah,Al-Ula,920.9
Ranyah,Al-Mahd,394.3
Ranyah,Khaybar,756.8
Ranyah,Badr,755
Ranyah,Al-Hinakiyah,578.6
Ranyah,Buridah,801.6
Ranyah,Onizah,767
Ranyah,Al-Rass,708.4
Ranyah,Al-Mithnab,800.4
Ranyah,Al-Bukayriyah,759.6
Ranyah,Al-Asyah,837.7
Ranyah,Riyadh Al-Khabra,840.9
Ranyah,Dammam,1032
Ranyah,Khobar,1050.7
Ranyah,Al-Ahsa,953.1
Ranyah,Hafar Al-Batin,1127.7
Ranyah,Khafji,1224
Ranyah,Al-Jubail,1084.5
Ranyah,Qatif,1053.9
Ranyah,Al-Mubarraz,956.7
Ranyah,Abqaiq,995.7
Ranyah,Al-Nairyah,1094.3
Ranyah,Qaisumah,1134.5
Ranyah,Ras Tanura,1087.3
Ranyah,Abha,425.1
Ranyah,Khamis Mushait,397.7
Ranyah,Bisha,168.2
Ranyah,Muhayil,415.8
Ranyah,Tathlith,300.9
Ranyah,Sarat Abidah,432
Ranyah,Ahad Rafidah,418.1
Ranyah,Rijal Almaa,480.5
Ranyah,Dhahran Al-Janub,529.4
Ranyah,Balqarn,277.2
Ranyah,Tabuk,1268
Ranyah,Al-Wajh,1133.1
Ranyah,Duba,1280.6
Ranyah,Tayma,1009.2
Ranyah,Haqal,1555.3
Ranyah,Umluj,962.8
Ranyah,NEOM,1382.5
Ranyah,Hail,1069
Ranyah,Baqaa,1082.5
Ranyah,Al-Ghazalah,901.8
Ranyah,Al-Shinan,1033.3
Ranyah,Al-Sulaimi,865.5
Ranyah,Arar,1575.7
Ranyah,Rafha,1305.8
Ranyah,Turaif,1815.9
Ranyah,Al-Awaiqilah,1486.3
Ranyah,Jazan,620.1
Ranyah,Sabya,586.9
Ranyah,Abu Arish,616.6
Ranyah,Samtah,664.4
Ranyah,Bish,557.8
Ranyah,Damad,598.8
Ranyah,Farasan,678.1
Ranyah,Al-Aridah,661.7
Ranyah,Najran,625.4
Ranyah,Sharurah,875.9
Ranyah,Hubuna,640.7
Ranyah,Khubash,644.5
Ranyah,Yadamah,556.9
Ranyah,Al Bahah,255.4
Ranyah,Baljurashi,276.8
Ranyah,Al-Mandaq,299.4
Ranyah,Al-Aqiq,210.3
Ranyah,Al-Mikhwah,305.5
Ranyah,Qilwah,338.2
Ranyah,Al Qurayyat,1690.9
Ranyah,Sakaka,1422.2
Ranyah,Domat Al-Jandal,1390.4
Ranyah,Tabarjal,1565.5
Ranyah,Diriyah,634.2
Ranyah,Al-Muzahmiyya,578.7
Ranyah,Al-Hariq,752.5
Ranyah,Marat,672.3
Ranyah,Huraymila,705.8
Ranyah,Thadig,699.8
Ranyah,Al-Ghat,871.7
Ranyah,Dhurma,581.4
Ranyah,Al-Rayn,448.1
Ranyah,Rimah,755.6
Ranyah,Bahrah,487
Ranyah,Al-Kamil,596.2
Ranyah,Al-Muwayh,247.9
Ranyah,Adam,289.4
Ranyah,Wadi Al-Faraa,795.8
Ranyah,Al-Badai,769.7
Ranyah,Al-Nabhaniyah,819.3
Ranyah,Uyun Al-Jiwa,825.8
Ranyah,Dhariyah,805.9
Ranyah,Uqlat Al-Suqur,822.6
